"id","codigo","nome","data_criacao","gtin","localizacao","situacao","preco","preco_promocional","preco_custo","preco_custo_medio","unidade","tipoVariacao","descricao","valor_unitario","quantidade","fornecedor","estoque","categoria","marca","createdAt","updatedAt"
"797409683","C224003-35","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 35 - Off-White","08/02/2024 21:00:22","7890763325679","","A","119.90","109.90","42.90","44.33","PR","V",NULL,"0.00","1","A. GRINGS S.A.",0,"FEMININO >> CHINELOS","Piccadilly","2024-07-19 13:24:12.573+00","2025-04-11 14:30:23.444+00"
"797409686","C224003-36","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 36 - Off-White","08/02/2024 21:00:22","7890763325693","","A","119.90","109.90","42.90","44.14","PR","V",NULL,"0.00","1","A. GRINGS S.A.",5,"FEMININO >> CHINELOS","Piccadilly","2024-07-19 13:24:15.684+00","2025-04-11 14:30:27.664+00"
"797409689","C224003-37","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 37 - Off-White","08/02/2024 21:00:23","7890763325709","","A","119.90","109.90","42.90","44.00","PR","V",NULL,"0.00","1","A. GRINGS S.A.",9,"FEMININO >> CHINELOS","Piccadilly","2024-07-19 13:24:18.87+00","2025-04-11 14:31:04.139+00"
"797409692","C224003-38","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 38 - Off-White","08/02/2024 21:00:23","7890763325716","","A","119.90","109.90","42.90","43.65","PR","V",NULL,"0.00","1","A. GRINGS S.A.",8,"FEMININO >> CHINELOS","Piccadilly","2024-07-19 13:24:21.488+00","2025-04-11 14:31:10.591+00"
"797409695","C224003-39","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 39 - Off-White","08/02/2024 21:00:23","7890763325723","","A","119.90","109.90","42.91","42.91","PR","V",NULL,"0.00","1","A. GRINGS S.A.",0,"FEMININO >> CHINELOS","Piccadilly","2024-07-19 13:24:23.966+00","2025-04-11 14:31:16.302+00"
"797931868","RA00010006","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010006","13/02/2024 14:54:38","","","A","179.90","0.00","0.00","0.00","PR","P",NULL,"0.00","1","TOPSHOES INDUSTRIA DE CALCADOS SA",0,"MASCULINO >> TÊNIS CASUAL","Rainha","2024-07-19 14:11:09.141+00","2025-04-01 16:58:06.019+00"
"797933903","C224003","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003","13/02/2024 15:03:27","","","A","119.90","109.90","0.00","0.00","PR","P",NULL,"0.00","1","A. GRINGS S.A.",0,"FEMININO >> CHINELOS","Piccadilly","2024-07-19 13:24:05.19+00","2025-04-11 14:30:12.682+00"
"797937448","C224003-8","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 35 - Preto","13/02/2024 15:26:52","7890763325594","","A","119.90","109.90","42.90","45.14","PR","V",NULL,"0.00","1","A. GRINGS S.A.",28,"FEMININO >> CHINELOS","Piccadilly","2024-07-19 13:24:13.699+00","2025-04-11 14:30:24.327+00"
"797937452","C224003-9","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 36 - Preto","13/02/2024 15:26:52","7890763325600","","A","119.90","109.90","42.90","44.77","PR","V",NULL,"0.00","1","A. GRINGS S.A.",41,"FEMININO >> CHINELOS","Piccadilly","2024-07-19 13:24:16.591+00","2025-04-11 14:30:28.448+00"
"797937456","C224003-10","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 37 - Preto","13/02/2024 15:26:52","7890763325617","","A","119.90","109.90","42.90","45.14","PR","V",NULL,"0.00","1","A. GRINGS S.A.",60,"FEMININO >> CHINELOS","Piccadilly","2024-07-19 13:24:19.759+00","2025-04-11 14:31:05.698+00"
"797937460","C224003-11","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 38 - Preto","13/02/2024 15:26:52","7890763325624","","A","119.90","109.90","42.90","45.30","PR","V",NULL,"0.00","1","A. GRINGS S.A.",45,"FEMININO >> CHINELOS","Piccadilly","2024-07-19 13:24:22.337+00","2025-04-11 14:31:11.492+00"
"797937464","C224003-12","Chinelo Piccadilly Marshmallow Nuvem de Dedo EVA Feminino C224003 - 39 - Preto","13/02/2024 15:26:52","7890763325631","","A","119.90","109.90","42.90","42.90","PR","V",NULL,"0.00","1","A. GRINGS S.A.",7,"FEMININO >> CHINELOS","Piccadilly","2024-07-19 13:24:24.825+00","2025-04-11 14:31:17.436+00"
"797953809","8387531","Sandália Papete Beira Rio Strass Confortável 8387.531","13/02/2024 17:21:07","","","A","139.90","0.00","0.00","0.00","PR","P",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Beira Rio","2024-07-19 13:35:20.163+00","2025-04-11 14:54:09.148+00"
"797953865","8387531-2","Sandália Papete Beira Rio Strass Confortável 8387.531 - Ouro Rosado - 34","13/02/2024 17:21:53","7900067467408","","A","139.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",2,"FEMININO >> SANDÁLIA","Beira Rio","2024-07-19 13:35:21.066+00","2025-04-11 14:54:09.992+00"
"797953869","8387531-3","Sandália Papete Beira Rio Strass Confortável 8387.531 - Ouro Rosado - 35","13/02/2024 17:21:54","7900067467415","","A","139.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",3,"FEMININO >> SANDÁLIA","Beira Rio","2024-07-19 13:35:21.836+00","2025-04-11 14:54:10.829+00"
"797953873","8387531-4","Sandália Papete Beira Rio Strass Confortável 8387.531 - Ouro Rosado - 36","13/02/2024 17:21:54","7900067467422","","A","139.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",3,"FEMININO >> SANDÁLIA","Beira Rio","2024-07-19 13:35:22.646+00","2025-04-11 14:54:11.706+00"
"797953877","8387531-5","Sandália Papete Beira Rio Strass Confortável 8387.531 - Ouro Rosado - 37","13/02/2024 17:21:54","7900067467446","","A","139.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",2,"FEMININO >> SANDÁLIA","Beira Rio","2024-07-19 13:35:23.397+00","2025-04-11 14:54:12.517+00"
"797953881","8387531-6","Sandália Papete Beira Rio Strass Confortável 8387.531 - Ouro Rosado - 38","13/02/2024 17:21:54","7900067467460","","A","139.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Beira Rio","2024-07-19 13:35:24.166+00","2025-04-11 14:54:13.373+00"
"797953885","8387531-7","Sandália Papete Beira Rio Strass Confortável 8387.531 - Ouro Rosado - 39","13/02/2024 17:21:54","7900067467477","","A","139.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",1,"FEMININO >> SANDÁLIA","Beira Rio","2024-07-19 13:35:24.966+00","2025-04-11 14:54:14.217+00"
"797954066","189538-1","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010006 - 37 - Preto/Cinza","13/02/2024 17:24:21","7898489108026","","A","179.90","0.00","76.75","76.75","PR","V",NULL,"0.00","1","",1,"MASCULINO >> TÊNIS CASUAL","Rainha","2024-07-19 14:11:10.935+00","2025-04-01 16:58:06.994+00"
"797954070","189538-2","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010006 - 38 - Preto/Cinza","13/02/2024 17:24:21","7898489108033","","A","179.90","0.00","80.41","80.41","PR","V",NULL,"0.00","1","",1,"MASCULINO >> TÊNIS CASUAL","Rainha","2024-07-19 14:11:11.744+00","2025-04-01 16:58:08.294+00"
"797954074","189538-3","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010006 - 39 - Preto/Cinza","13/02/2024 17:24:21","7898489108040","","A","179.90","0.00","80.41","79.89","PR","V",NULL,"0.00","1","",5,"MASCULINO >> TÊNIS CASUAL","Rainha","2024-07-19 14:11:12.939+00","2025-04-01 16:58:09.752+00"
"797954078","189538-4","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010006 - 40 - Preto/Cinza","13/02/2024 17:24:21","7898489108057","","A","179.90","0.00","80.41","80.41","PR","V",NULL,"0.00","1","",0,"MASCULINO >> TÊNIS CASUAL","Rainha","2024-07-19 14:11:14.676+00","2025-04-01 16:58:10.635+00"
"797954082","189538-5","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010006 - 41 - Preto/Cinza","13/02/2024 17:24:21","7898489108064","","A","179.90","0.00","80.41","80.41","PR","V",NULL,"0.00","1","",3,"MASCULINO >> TÊNIS CASUAL","Rainha","2024-07-19 14:11:16.162+00","2025-04-01 16:58:11.689+00"
"797954086","189538-6","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010006 - 42 - Preto/Cinza","13/02/2024 17:24:21","7898489108071","","A","179.90","0.00","80.41","79.57","PR","V",NULL,"0.00","1","",4,"MASCULINO >> TÊNIS CASUAL","Rainha","2024-07-19 14:11:17.544+00","2025-04-01 16:58:12.6+00"
"797954090","189538-7","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010006 - 43 - Preto/Cinza","13/02/2024 17:24:22","7898489108088","","A","179.90","0.00","80.43","80.43","PR","V",NULL,"0.00","1","",1,"MASCULINO >> TÊNIS CASUAL","Rainha","2024-07-19 14:11:18.451+00","2025-04-01 16:58:13.526+00"
"797954094","189538-8","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010006 - 44 - Preto/Cinza","13/02/2024 17:24:22","7898489108095","","A","179.90","0.00","80.43","80.43","PR","V",NULL,"0.00","1","",0,"MASCULINO >> TÊNIS CASUAL","Rainha","2024-07-19 14:11:19.185+00","2025-04-01 16:58:14.489+00"
"797954390","8387530","Sandalia Papete Beira Rio Strass Flatform 8387.530","13/02/2024 17:28:09","","","A","129.90","0.00","0.00","0.00","PR","P",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Beira Rio","2024-07-19 13:35:25.819+00","2025-04-11 14:54:15.212+00"
"797955459","5469121","Sandália Papete Moleca Tiras com Strass Feminino 5469.121","13/02/2024 17:45:19","","","A","129.89","124.90","0.00","0.00","PR","P",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:36:16.082+00","2025-04-11 14:55:19.731+00"
"797955474","5469121-2","Sandália Papete Moleca Tiras com Strass Feminino 5469.121 - 34 - Camel/Nude","13/02/2024 17:45:19","7900015114040","","A","129.89","124.90","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",2,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:36:18.3+00","2025-04-11 14:55:21.32+00"
"797955478","5469121-3","Sandália Papete Moleca Tiras com Strass Feminino 5469.121 - 35 - Camel/Nude","13/02/2024 17:45:19","7900015114057","","A","129.89","124.90","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",3,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:36:21.083+00","2025-04-11 14:55:23.729+00"
"797955482","5469121-4","Sandália Papete Moleca Tiras com Strass Feminino 5469.121 - 36 - Camel/Nude","13/02/2024 17:45:19","7900015114064","","A","129.89","124.90","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",6,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:36:23.768+00","2025-04-11 14:55:26.222+00"
"797955486","5469121-5","Sandália Papete Moleca Tiras com Strass Feminino 5469.121 - 37 - Camel/Nude","13/02/2024 17:45:20","7900015114088","","A","129.89","124.90","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",4,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:36:26.187+00","2025-04-11 14:56:03.644+00"
"797955490","5469121-6","Sandália Papete Moleca Tiras com Strass Feminino 5469.121 - 38 - Camel/Nude","13/02/2024 17:45:20","7900015114101","","A","129.89","124.90","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",4,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:36:28.513+00","2025-04-11 14:56:07.063+00"
"797955494","5469121-7","Sandália Papete Moleca Tiras com Strass Feminino 5469.121 - 39 - Camel/Nude","13/02/2024 17:45:20","7900015114118","","A","129.89","124.90","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:36:30.863+00","2025-04-11 14:56:11.02+00"
"797956277","5489100","Tamanco Moleca Asa Delta Flatform Feminino 5489.100","13/02/2024 17:57:00","","","A","109.90","0.00","0.00","0.00","PR","P",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:44:27.459+00","2025-04-11 15:10:19.716+00"
"797956290","5489100-1","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 33 - Off-White","13/02/2024 17:57:00","7900015762579","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:44:29.111+00","2025-04-11 15:10:21.29+00"
"797956294","5489100-2","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 33 - Preto/Grafite","13/02/2024 17:57:00","7900067712775","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",1,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:44:29.89+00","2025-04-11 15:10:22.073+00"
"797956298","5489100-3","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 33 - Nude/Ouro Rosado","13/02/2024 17:57:00","7900067795723","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:44:28.278+00","2025-04-11 15:10:20.549+00"
"797956306","5489100-5","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 34 - Off-White","13/02/2024 17:57:01","7900015762586","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:03.168+00","2025-04-11 15:10:23.628+00"
"797956310","5489100-6","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 34 - Preto/Grafite","13/02/2024 17:57:01","7900067712782","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",1,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:05.24+00","2025-04-11 15:10:25.184+00"
"797956314","5489100-7","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 34 - Nude/Ouro Rosado","13/02/2024 17:57:01","7900067795730","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:00.987+00","2025-04-11 15:10:22.846+00"
"797956318","5489100-8","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 34 - Preto","13/02/2024 17:57:01","7900015731087","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:04.22+00","2025-04-11 15:10:24.412+00"
"797956322","5489100-9","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 35 - Off-White","13/02/2024 17:57:01","7900015762593","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:08.017+00","2025-04-11 15:10:26.939+00"
"797956326","5489100-10","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 35 - Preto/Grafite","13/02/2024 17:57:02","7900067712799","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",1,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:10.413+00","2025-04-11 15:11:02.205+00"
"797956330","5489100-11","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 35 - Nude/Ouro Rosado","13/02/2024 17:57:02","7900067795747","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",1,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:06.786+00","2025-04-11 15:10:26.185+00"
"797956334","5489100-12","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 35 - Preto","13/02/2024 17:57:02","7900015715780","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:09.272+00","2025-04-11 15:11:00.228+00"
"797956338","5489100-13","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 36 - Off-White","13/02/2024 17:57:02","7900015762609","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",1,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:13.046+00","2025-04-11 15:11:04.131+00"
"797956342","5489100-14","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 36 - Preto/Grafite","13/02/2024 17:57:02","7900067712805","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",3,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:15.576+00","2025-04-11 15:11:06.009+00"
"797956346","5489100-15","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 36 - Nude/Ouro Rosado","13/02/2024 17:57:02","7900067795754","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:12.114+00","2025-04-11 15:11:03.176+00"
"797956352","5489100-16","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 36 - Preto","13/02/2024 17:57:02","7900015731094","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:14.328+00","2025-04-11 15:11:05.134+00"
"797956356","5489100-17","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 37 - Off-White","13/02/2024 17:57:03","7900015762623","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:17.57+00","2025-04-11 15:11:07.954+00"
"797956360","5489100-18","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 37 - Preto/Grafite","13/02/2024 17:57:03","7900067712829","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",2,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:19.888+00","2025-04-11 15:11:09.772+00"
"797956364","5489100-19","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 37 - Nude/Ouro Rosado","13/02/2024 17:57:03","7900067795778","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",1,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:16.55+00","2025-04-11 15:11:06.94+00"
"797956368","5489100-20","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 37 - Preto","13/02/2024 17:57:03","7900015731117","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:18.565+00","2025-04-11 15:11:08.87+00"
"797956372","5489100-21","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 38 - Off-White","13/02/2024 17:57:03","7900015762647","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:21.839+00","2025-04-11 15:11:11.624+00"
"797956376","5489100-22","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 38 - Preto/Grafite","13/02/2024 17:57:03","7900067712843","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",1,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:23.676+00","2025-04-11 15:11:13.406+00"
"797956380","5489100-23","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 38 - Nude/Ouro Rosado","13/02/2024 17:57:03","7900067795792","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:20.806+00","2025-04-11 15:11:10.72+00"
"797956384","5489100-24","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 38 - Preto","13/02/2024 17:57:04","7900015731131","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:22.766+00","2025-04-11 15:11:12.558+00"
"797956400","5489100-28","Tamanco Moleca Asa Delta Flatform Feminino 5489.100 - 39 - Preto","13/02/2024 17:57:04","7900015731148","","A","109.90","0.00","48.13","48.13","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:45:24.525+00","2025-04-11 15:11:14.309+00"
"797957953","5489105","Sandália Moleca Flatform Confortável Feminina 5489.105","13/02/2024 18:19:26","","","A","119.90","0.00","0.00","0.00","PR","P",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:34:15.729+00","2025-04-11 14:52:26.617+00"
"797957963","5489105-1","Sandália Moleca Flatform Confortável Feminina 5489.105 - 33 - Off-White","13/02/2024 18:19:27","7900067713178","","A","119.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:34:16.823+00","2025-04-11 14:52:27.421+00"
"797957967","5489105-2","Sandália Moleca Flatform Confortável Feminina 5489.105 - 33 - Preto/Grafite","13/02/2024 18:19:27","7900067795921","","A","119.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:34:17.832+00","2025-04-11 14:53:00.04+00"
"797957971","5489105-3","Sandália Moleca Flatform Confortável Feminina 5489.105 - 34 - Off-White","13/02/2024 18:19:27","7900067713185","","A","119.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:34:18.587+00","2025-04-11 14:53:02.192+00"
"797957976","5489105-4","Sandália Moleca Flatform Confortável Feminina 5489.105 - 34 - Preto/Grafite","13/02/2024 18:19:27","7900067795938","","A","119.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:34:19.445+00","2025-04-11 14:53:03.124+00"
"797957980","5489105-5","Sandália Moleca Flatform Confortável Feminina 5489.105 - 35 - Off-White","13/02/2024 18:19:27","7900067713192","","A","119.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:34:20.279+00","2025-04-11 14:53:04.032+00"
"797957984","5489105-6","Sandália Moleca Flatform Confortável Feminina 5489.105 - 35 - Preto/Grafite","13/02/2024 18:19:27","7900067795945","","A","119.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:34:21.11+00","2025-04-11 14:53:04.973+00"
"797957988","5489105-7","Sandália Moleca Flatform Confortável Feminina 5489.105 - 36 - Off-White","13/02/2024 18:19:27","7900067713208","","A","119.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:34:21.956+00","2025-04-11 14:53:05.857+00"
"797957992","5489105-8","Sandália Moleca Flatform Confortável Feminina 5489.105 - 36 - Preto/Grafite","13/02/2024 18:19:27","7900067795952","","A","119.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:34:22.727+00","2025-04-11 14:53:06.693+00"
"797957996","5489105-9","Sandália Moleca Flatform Confortável Feminina 5489.105 - 37 - Off-White","13/02/2024 18:19:27","7900067713222","","A","119.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:34:23.512+00","2025-04-11 14:53:07.688+00"
"797958001","5489105-10","Sandália Moleca Flatform Confortável Feminina 5489.105 - 37 - Preto/Grafite","13/02/2024 18:19:28","7900067795976","","A","119.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:34:24.319+00","2025-04-11 14:53:08.6+00"
"797958005","5489105-11","Sandália Moleca Flatform Confortável Feminina 5489.105 - 38 - Off-White","13/02/2024 18:19:28","7900067713246","","A","119.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:34:25.141+00","2025-04-11 14:53:09.493+00"
"797958010","5489105-12","Sandália Moleca Flatform Confortável Feminina 5489.105 - 38 - Preto/Grafite","13/02/2024 18:19:28","7900067795990","","A","119.90","0.00","52.39","52.39","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> SANDÁLIA","Moleca","2024-07-19 13:34:25.929+00","2025-04-11 14:53:10.513+00"
"797959077","5667322","Tênis Casual Moleca Lona Desfiada Feminino 5667.322","13/02/2024 18:43:40","","","A","129.90","0.00","0.00","0.00","PR","P",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> TÊNIS CASUAL","Moleca","2024-07-19 13:46:24.929+00","2025-04-01 16:03:04.208+00"
"797959597","5712205","Tênis Casual Moleca Microfuros Feminino 5712.205","13/02/2024 18:52:11","","","A","129.90","0.00","0.00","0.00","PR","P",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> TÊNIS CASUAL","Moleca","2024-07-19 13:46:36.041+00","2025-04-01 16:03:15.937+00"
"797960525","5338107","Bota Coturno Moleca Salto Bloco Médio Feminina 5338.107","13/02/2024 19:10:44","","","A","199.90","0.00","0.00","0.00","PR","P",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> BOTAS","Moleca","2024-07-19 13:19:15.951+00","2025-04-11 14:20:12.622+00"
"797960533","5338107-1","Bota Coturno Moleca Salto Bloco Médio Feminina 5338.107 - Preto - 34","13/02/2024 19:10:44","7900123187127","","A","199.90","0.00","80.98","80.98","PR","V",NULL,"0.00","1","CALCADOS BEIRA RIO S/A",0,"FEMININO >> BOTAS","Moleca","2024-07-19 13:19:17.127+00","2025-04-11 14:20:13.632+00"
